customer_id,first_name,last_name,email,phone,age,city,signup_date,lifetime_value
CUST_0237,First236,Last236,user236@example.com,+1-673-303-5289,48.0,Houston,,4645.49
CUST_0238,First237,Last237,user237@example.com,+1-372-150-7570,39.0,LA,2023-05-12,3082.34
CUST_0239,First238,Last238,user238@example.com,+1-814-366-3445,70.0,,2022-04-14,254.78
CUST_0240,First239,Last239,user239@example.com,,68.0,,,1532.23
CUST_0241,First240,Last240,user240@example.com,+1-780-220-1231,22.0,,2022-01-08,1157.14
CUST_0242,First241,Last241,user241@example.com,+1-645-891-8433,57.0,Houston,2022-02-12,2395.98
CUST_0243,First242,Last242,user242@example.com,+1-706-221-4677,24.0,,2023-06-19,3219.37
CUST_0244,First243,Last243,user243@example.com,+1-395-982-5361,55.0,Houston,2023-01-20,1346.23
CUST_0245,First244,Last244,user244@example.com,+1-706-491-3133,80.0,Chicago,2022-09-30,1755.12
CUST_0246,First245,Last245,,+1-411-714-4531,,New York,2023-04-30,1599.2
CUST_0247,,Last246,user246@example.com,+1-489-844-4102,,Chicago,2023-09-11,
CUST_0248,First247,Last247,user247@example.com,+1-618-911-3391,72.0,LA,2023-01-15,
CUST_0249,First248,Last248,user248@example.com,,68.0,Houston,2022-12-18,
CUST_0250,First249,Last249,user249@example.com,+1-441-732-8388,76.0,,2022-09-03,1059.89
CUST_0251,First250,Last250,user250@example.com,+1-578-696-8506,21.0,Houston,2023-11-13,4542.41
CUST_0252,First251,Last251,user251@example.com,,58.0,LA,2023-09-18,924.2
CUST_0253,First252,Last252,user252@example.com,+1-531-809-7513,24.0,Houston,2022-12-31,1817.91
CUST_0254,First253,Last253,user253@example.com,+1-930-492-7935,53.0,Houston,2022-04-13,484.44
CUST_0255,First254,Last254,user254@example.com,+1-462-174-2561,,,,
CUST_0256,First255,Last255,user255@example.com,+1-253-440-4847,43.0,New York,2023-02-16,4309.87
CUST_0257,First256,Last256,user256@example.com,+1-562-720-1745,66.0,Chicago,2022-05-23,3706.46
CUST_0258,First257,Last257,user257@example.com,,73.0,LA,,3894.04
CUST_0259,First258,Last258,user258@example.com,+1-590-409-7466,60.0,,2023-06-28,1857.96
CUST_0260,First259,Last259,user259@example.com,+1-335-672-1673,47.0,LA,2023-12-18,1050.17
CUST_0261,First260,Last260,user260@example.com,+1-466-273-9253,68.0,Chicago,2022-09-12,4435.97
CUST_0262,First261,Last261,user261@example.com,+1-547-998-8669,57.0,,2023-09-26,3712.94
CUST_0263,First262,Last262,user262@example.com,+1-524-827-9690,39.0,New York,2023-05-02,2932.81
CUST_0264,First263,Last263,,+1-466-219-6132,61.0,Houston,2023-11-08,3271.78
CUST_0265,First264,Last264,user264@example.com,,47.0,,2023-10-16,3523.3
CUST_0266,First265,Last265,user265@example.com,+1-487-865-6907,55.0,Chicago,2022-11-26,374.4
CUST_0267,First266,Last266,,+1-489-997-5312,24.0,Chicago,,1714.49
CUST_0268,First267,Last267,user267@example.com,+1-979-370-9470,,LA,2022-02-16,4948.22
CUST_0269,First268,Last268,user268@example.com,+1-368-423-9049,55.0,Houston,2022-11-30,3603.85
CUST_0270,First269,Last269,user269@example.com,+1-354-669-8208,30.0,Houston,2022-08-28,
CUST_0271,First270,Last270,user270@example.com,,26.0,,2023-02-14,2752.48
CUST_0272,First271,Last271,user271@example.com,+1-435-287-1587,34.0,Houston,2022-03-25,4385.38
CUST_0273,First272,Last272,user272@example.com,+1-367-822-8653,48.0,,2023-05-03,4534.07
CUST_0274,First273,Last273,user273@example.com,+1-706-141-8233,46.0,,2023-12-18,4474.57
CUST_0275,First274,Last274,user274@example.com,+1-926-674-8949,26.0,Chicago,2023-01-30,3586.63
CUST_0276,First275,Last275,user275@example.com,+1-315-966-3425,21.0,Chicago,2022-07-19,338.54
CUST_0277,First276,Last276,user276@example.com,+1-295-308-5654,55.0,,2023-06-17,4656.66
CUST_0278,First277,Last277,user277@example.com,+1-372-867-9335,79.0,New York,2023-06-01,109.37
CUST_0279,First278,Last278,user278@example.com,+1-776-779-4479,40.0,,,3483.53
CUST_0280,First279,Last279,user279@example.com,+1-204-638-3958,74.0,New York,2022-03-31,227.23
CUST_0281,First280,Last280,user280@example.com,+1-278-352-9161,27.0,LA,2023-11-21,3971.95
CUST_0282,First281,Last281,user281@example.com,+1-536-126-5657,37.0,LA,2023-04-24,3703.58
CUST_0283,First282,Last282,user282@example.com,+1-896-224-7458,36.0,Chicago,2023-04-02,3423.47
CUST_0284,First283,Last283,user283@example.com,+1-308-957-6300,18.0,,2023-05-09,4857.69
CUST_0285,First284,Last284,user284@example.com,+1-283-571-8861,60.0,,2022-09-04,3753.64
CUST_0286,First285,Last285,user285@example.com,+1-475-708-1095,21.0,,2022-06-24,3896.86
CUST_0287,First286,Last286,,+1-244-771-8423,70.0,,2023-11-07,1357.47
CUST_0288,First287,Last287,user287@example.com,+1-949-851-3118,72.0,,2022-04-19,800.02
CUST_0289,First288,Last288,user288@example.com,+1-249-920-5635,,Houston,2022-01-30,3483.61
CUST_0290,,Last289,user289@example.com,+1-256-861-2158,80.0,Houston,2022-12-01,3953.23
CUST_0291,First290,Last290,user290@example.com,+1-816-490-2516,76.0,LA,2022-10-15,3538.77
CUST_0292,First291,Last291,user291@example.com,+1-382-345-7535,22.0,Houston,2022-09-21,1517.05
CUST_0293,First292,Last292,user292@example.com,,60.0,New York,2023-11-18,3541.27
